WISEID,Answer,KIScore
151178,"I chose my answer because both try to attract heat to rise the temperature. Also, they absorb it with trying to lose the least amount of heat as possible.",3
150915,They're both similar because they're gathering solar radiation.,4
151199,the two reasons  are  that they are reflecting the answer which is,2
151191,the oven is like the glass for the plants and food. also it keeps the heat inside.,3
151196,idk,1
151200,I think this because it is heating up the plants in side a room,2
151165,"first reason  the sun is like energy  
second reason the sun in reflecting on the desk is energy
last reason because  when you leave something outside for a long time   it is really hot the sun.",3
150921,"In the solar oven, the glass is keeping the heat in, just like in picture A and B.",4
151194,because they are similar,2
150922,because all three take in heat and absorb it and they all put heat up stuff,3
150917,The heat bounces off the heat oven and so does Picture 1 and 2.,2
151176,The glass makes the sun reflect and makes the sunlight hotter.,3
151198,b is similar because the glass makes the sun reflect because it makes the suns light hotter.,3
151174,the red arrow is going to the the floor of the green house,2
150918,"One reason is that a greenhouse looks similar to a solar oven, and another reason is because heat is trapped inside both a greenhouse and a solar oven.",3
151190,i do not think they are simialiar because,2
151181,I chose neither because the solar oven gives its self heat.,2
151201,both temertures decrease,2
150916,because they are both sun transfer and the sun ray are coming and leaving.,3
151179,I said both because they both have a picture of the sun heating the world/greenhouse and they both have the heat leaving the place,3
151225,i don't now,1
150909,Neither are similar because the heat has to go inside not outside.,2
150902,One reason is that the picture B is the sun is hitting the equator and picture A is showing everything.,2
150900,"1.A greenhouse has traits that work like a solar oven.
2.The world let's out heat",2
150910,"Because the sun attracts to the class, and the oven will do the samething",2
150919,i do not know,1
150899,"Picture A is similar to a solar oven because the greenhouse is trapping the heat in. Also I choose picture B because the Atmosphere will trap the heat in, so it will heat the Earth up.",4
150905,"The atmosphere, the glass in a greenhouse, and a clear covering on a solar oven all let heat into something and heat can bounce of of them all",4
151216,"Picture b is similar because the heat source atracting up toward the earth and then going up. Also, because there is a heat source heating up something.",2
151208,"One reason is that the walls are like the plastic wrap.
The other reason is the roof is like the tin foil.",2
151225,the sun goes threw the glass,2
151229,they isorb heat and shin at something like our solar oven,2
150917,"A solar oven would let heat come in and make the oven hotter, like picture A and B. As well as, the heat would stay in the in the place.",4
151190,picture A is similar to a solar oven because when you are building a solar oven you want it to attract heat and that is what its doing in the picture.,2
